areaCode,areaName,areaType,date,newCasesByPublishDate
W06000022,Newport,utla,2020-07-27,4
W06000024,Merthyr Tydfil,utla,2020-07-27,0
E06000015,Derby,utla,2020-07-26,2
E06000038,Reading,utla,2020-07-26,3
E08000002,Bury,utla,2020-07-26,8
E08000015,Wirral,utla,2020-07-26,1
E08000021,Newcastle upon Tyne,utla,2020-07-26,0
E09000014,Haringey,utla,2020-07-26,2
E09000027,Richmond upon Thames,utla,2020-07-26,1
E10000019,Lincolnshire,utla,2020-07-26,5
E10000028,Staffordshire,utla,2020-07-26,8
W06000022,Newport,utla,2020-07-26,0
W06000024,Merthyr Tydfil,utla,2020-07-26,0
E06000015,Derby,utla,2020-07-25,2
E06000038,Reading,utla,2020-07-25,2
E08000002,Bury,utla,2020-07-25,2
E08000015,Wirral,utla,2020-07-25,3
E08000021,Newcastle upon Tyne,utla,2020-07-25,0
E09000014,Haringey,utla,2020-07-25,1
E09000027,Richmond upon Thames,utla,2020-07-25,0
E10000019,Lincolnshire,utla,2020-07-25,3
E10000028,Staffordshire,utla,2020-07-25,9
W06000022,Newport,utla,2020-07-25,0
W06000024,Merthyr Tydfil,utla,2020-07-25,0
E06000015,Derby,utla,2020-07-24,1
E06000038,Reading,utla,2020-07-24,1
E08000002,Bury,utla,2020-07-24,2
E08000015,Wirral,utla,2020-07-24,1
E08000021,Newcastle upon Tyne,utla,2020-07-24,0
E09000014,Haringey,utla,2020-07-24,3
E09000027,Richmond upon Thames,utla,2020-07-24,2
E10000019,Lincolnshire,utla,2020-07-24,6
E10000028,Staffordshire,utla,2020-07-24,3
W06000022,Newport,utla,2020-07-24,0
W06000024,Merthyr Tydfil,utla,2020-07-24,0
E06000015,Derby,utla,2020-07-23,1
E06000038,Reading,utla,2020-07-23,1
E08000002,Bury,utla,2020-07-23,2
E08000015,Wirral,utla,2020-07-23,5
E08000021,Newcastle upon Tyne,utla,2020-07-23,2
E09000014,Haringey,utla,2020-07-23,4
E09000027,Richmond upon Thames,utla,2020-07-23,2
E10000019,Lincolnshire,utla,2020-07-23,3
E10000028,Staffordshire,utla,2020-07-23,5
W06000022,Newport,utla,2020-07-23,0
W06000024,Merthyr Tydfil,utla,2020-07-23,1
E06000015,Derby,utla,2020-07-22,1
E06000038,Reading,utla,2020-07-22,2
E08000002,Bury,utla,2020-07-22,4
E08000015,Wirral,utla,2020-07-22,2
E08000021,Newcastle upon Tyne,utla,2020-07-22,0
E09000014,Haringey,utla,2020-07-22,0
E09000027,Richmond upon Thames,utla,2020-07-22,1
E10000019,Lincolnshire,utla,2020-07-22,2
E10000028,Staffordshire,utla,2020-07-22,0
W06000022,Newport,utla,2020-07-22,0
W06000024,Merthyr Tydfil,utla,2020-07-22,0
E06000015,Derby,utla,2020-07-21,0
E06000038,Reading,utla,2020-07-21,0
E08000002,Bury,utla,2020-07-21,2
E08000015,Wirral,utla,2020-07-21,3
E08000021,Newcastle upon Tyne,utla,2020-07-21,0
E09000014,Haringey,utla,2020-07-21,5
E09000027,Richmond upon Thames,utla,2020-07-21,0
E10000019,Lincolnshire,utla,2020-07-21,2
E10000028,Staffordshire,utla,2020-07-21,15
W06000022,Newport,utla,2020-07-21,1
W06000024,Merthyr Tydfil,utla,2020-07-21,1
E06000015,Derby,utla,2020-07-20,2
E06000038,Reading,utla,2020-07-20,2
E08000002,Bury,utla,2020-07-20,1
E08000015,Wirral,utla,2020-07-20,0
E08000021,Newcastle upon Tyne,utla,2020-07-20,2
E09000014,Haringey,utla,2020-07-20,2
E09000027,Richmond upon Thames,utla,2020-07-20,1
E10000019,Lincolnshire,utla,2020-07-20,2
E10000028,Staffordshire,utla,2020-07-20,6
W06000022,Newport,utla,2020-07-20,0
W06000024,Merthyr Tydfil,utla,2020-07-20,0
E06000015,Derby,utla,2020-07-19,5
E06000038,Reading,utla,2020-07-19,3
E08000002,Bury,utla,2020-07-19,5
E08000015,Wirral,utla,2020-07-19,3
E08000021,Newcastle upon Tyne,utla,2020-07-19,3
E09000014,Haringey,utla,2020-07-19,0
E09000027,Richmond upon Thames,utla,2020-07-19,1
E10000019,Lincolnshire,utla,2020-07-19,1
E10000028,Staffordshire,utla,2020-07-19,4
W06000022,Newport,utla,2020-07-19,2
W06000024,Merthyr Tydfil,utla,2020-07-19,2
E06000015,Derby,utla,2020-07-18,0
E06000038,Reading,utla,2020-07-18,2
E08000002,Bury,utla,2020-07-18,2
E08000015,Wirral,utla,2020-07-18,2
E08000021,Newcastle upon Tyne,utla,2020-07-18,6
E09000014,Haringey,utla,2020-07-18,4
E09000027,Richmond upon Thames,utla,2020-07-18,1
E10000019,Lincolnshire,utla,2020-07-18,4
E10000028,Staffordshire,utla,2020-07-18,12
W06000022,Newport,utla,2020-07-18,0
W06000024,Merthyr Tydfil,utla,2020-07-18,0
E06000015,Derby,utla,2020-07-17,3
E06000038,Reading,utla,2020-07-17,2
E08000002,Bury,utla,2020-07-17,3
E08000015,Wirral,utla,2020-07-17,1
E08000021,Newcastle upon Tyne,utla,2020-07-17,0
E09000014,Haringey,utla,2020-07-17,1
E09000027,Richmond upon Thames,utla,2020-07-17,1
E10000019,Lincolnshire,utla,2020-07-17,11
E10000028,Staffordshire,utla,2020-07-17,4
W06000022,Newport,utla,2020-07-17,0
W06000024,Merthyr Tydfil,utla,2020-07-17,4
E06000015,Derby,utla,2020-07-16,5
E06000038,Reading,utla,2020-07-16,1
E08000002,Bury,utla,2020-07-16,4
E08000015,Wirral,utla,2020-07-16,0
E08000021,Newcastle upon Tyne,utla,2020-07-16,0
E09000014,Haringey,utla,2020-07-16,0
E09000027,Richmond upon Thames,utla,2020-07-16,0
E10000019,Lincolnshire,utla,2020-07-16,5
E10000028,Staffordshire,utla,2020-07-16,7
W06000022,Newport,utla,2020-07-16,0
W06000024,Merthyr Tydfil,utla,2020-07-16,1
E06000015,Derby,utla,2020-07-15,1
E06000038,Reading,utla,2020-07-15,1
E08000002,Bury,utla,2020-07-15,1
E08000015,Wirral,utla,2020-07-15,0
E08000021,Newcastle upon Tyne,utla,2020-07-15,0
E09000014,Haringey,utla,2020-07-15,5
E09000027,Richmond upon Thames,utla,2020-07-15,1
E10000019,Lincolnshire,utla,2020-07-15,1
E10000028,Staffordshire,utla,2020-07-15,8
W06000022,Newport,utla,2020-07-15,0
W06000024,Merthyr Tydfil,utla,2020-07-15,0
E06000015,Derby,utla,2020-07-14,0
E06000038,Reading,utla,2020-07-14,1
E08000002,Bury,utla,2020-07-14,0
E08000015,Wirral,utla,2020-07-14,1
E08000021,Newcastle upon Tyne,utla,2020-07-14,1
E09000014,Haringey,utla,2020-07-14,2
E09000027,Richmond upon Thames,utla,2020-07-14,0
E10000019,Lincolnshire,utla,2020-07-14,0
E10000028,Staffordshire,utla,2020-07-14,5
W06000022,Newport,utla,2020-07-14,14
W06000024,Merthyr Tydfil,utla,2020-07-14,26
E06000015,Derby,utla,2020-07-13,1
E06000038,Reading,utla,2020-07-13,0
E08000002,Bury,utla,2020-07-13,2
E08000015,Wirral,utla,2020-07-13,2
E08000021,Newcastle upon Tyne,utla,2020-07-13,3
E09000014,Haringey,utla,2020-07-13,1
E09000027,Richmond upon Thames,utla,2020-07-13,0
E10000019,Lincolnshire,utla,2020-07-13,3
E10000028,Staffordshire,utla,2020-07-13,8
W06000022,Newport,utla,2020-07-13,1
W06000024,Merthyr Tydfil,utla,2020-07-13,0
E06000015,Derby,utla,2020-07-12,3
E06000038,Reading,utla,2020-07-12,1
E08000002,Bury,utla,2020-07-12,0
E08000015,Wirral,utla,2020-07-12,2
E08000021,Newcastle upon Tyne,utla,2020-07-12,1
E09000014,Haringey,utla,2020-07-12,3
E09000027,Richmond upon Thames,utla,2020-07-12,0
E10000019,Lincolnshire,utla,2020-07-12,5
E10000028,Staffordshire,utla,2020-07-12,11
W06000022,Newport,utla,2020-07-12,0
W06000024,Merthyr Tydfil,utla,2020-07-12,1
E06000015,Derby,utla,2020-07-11,7
E06000038,Reading,utla,2020-07-11,2
E08000002,Bury,utla,2020-07-11,3
E08000015,Wirral,utla,2020-07-11,6
E08000021,Newcastle upon Tyne,utla,2020-07-11,4
E09000014,Haringey,utla,2020-07-11,2
E09000027,Richmond upon Thames,utla,2020-07-11,1
E10000019,Lincolnshire,utla,2020-07-11,4
E10000028,Staffordshire,utla,2020-07-11,14
W06000022,Newport,utla,2020-07-11,0
W06000024,Merthyr Tydfil,utla,2020-07-11,0
E06000015,Derby,utla,2020-07-10,3
E06000038,Reading,utla,2020-07-10,3
E08000002,Bury,utla,2020-07-10,1
E08000015,Wirral,utla,2020-07-10,0
E08000021,Newcastle upon Tyne,utla,2020-07-10,1
E09000014,Haringey,utla,2020-07-10,1
E09000027,Richmond upon Thames,utla,2020-07-10,2
E10000019,Lincolnshire,utla,2020-07-10,3
E10000028,Staffordshire,utla,2020-07-10,9
W06000022,Newport,utla,2020-07-10,0
W06000024,Merthyr Tydfil,utla,2020-07-10,0
E06000015,Derby,utla,2020-07-09,2
E06000038,Reading,utla,2020-07-09,1
E08000002,Bury,utla,2020-07-09,2
E08000015,Wirral,utla,2020-07-09,5
E08000021,Newcastle upon Tyne,utla,2020-07-09,2
E09000014,Haringey,utla,2020-07-09,3
E09000027,Richmond upon Thames,utla,2020-07-09,0
E10000019,Lincolnshire,utla,2020-07-09,3
E10000028,Staffordshire,utla,2020-07-09,14
W06000022,Newport,utla,2020-07-09,1
W06000024,Merthyr Tydfil,utla,2020-07-09,0
E06000015,Derby,utla,2020-07-08,5
E06000038,Reading,utla,2020-07-08,0
E08000002,Bury,utla,2020-07-08,1
E08000015,Wirral,utla,2020-07-08,4
E08000021,Newcastle upon Tyne,utla,2020-07-08,0
E09000014,Haringey,utla,2020-07-08,4
E09000027,Richmond upon Thames,utla,2020-07-08,0
E10000019,Lincolnshire,utla,2020-07-08,8
E10000028,Staffordshire,utla,2020-07-08,6
W06000022,Newport,utla,2020-07-08,1
W06000024,Merthyr Tydfil,utla,2020-07-08,0
E06000015,Derby,utla,2020-07-07,5
E06000038,Reading,utla,2020-07-07,0
E08000002,Bury,utla,2020-07-07,2
E08000015,Wirral,utla,2020-07-07,1
E08000021,Newcastle upon Tyne,utla,2020-07-07,0
E09000014,Haringey,utla,2020-07-07,0
E09000027,Richmond upon Thames,utla,2020-07-07,0
E10000019,Lincolnshire,utla,2020-07-07,9
E10000028,Staffordshire,utla,2020-07-07,7
W06000022,Newport,utla,2020-07-07,0
W06000024,Merthyr Tydfil,utla,2020-07-07,0
E06000015,Derby,utla,2020-07-06,3
E06000038,Reading,utla,2020-07-06,1
E08000002,Bury,utla,2020-07-06,0
E08000015,Wirral,utla,2020-07-06,1
E08000021,Newcastle upon Tyne,utla,2020-07-06,0
E09000014,Haringey,utla,2020-07-06,2
E09000027,Richmond upon Thames,utla,2020-07-06,1
E10000019,Lincolnshire,utla,2020-07-06,0
E10000028,Staffordshire,utla,2020-07-06,7
W06000022,Newport,utla,2020-07-06,0
W06000024,Merthyr Tydfil,utla,2020-07-06,0
E06000015,Derby,utla,2020-07-05,1
E06000038,Reading,utla,2020-07-05,0
E08000002,Bury,utla,2020-07-05,7
E08000015,Wirral,utla,2020-07-05,0
E08000021,Newcastle upon Tyne,utla,2020-07-05,1
E09000014,Haringey,utla,2020-07-05,0
E09000027,Richmond upon Thames,utla,2020-07-05,1
E10000019,Lincolnshire,utla,2020-07-05,5
E10000028,Staffordshire,utla,2020-07-05,11
W06000022,Newport,utla,2020-07-05,0
W06000024,Merthyr Tydfil,utla,2020-07-05,0
E06000015,Derby,utla,2020-07-04,3
E06000038,Reading,utla,2020-07-04,2
E08000002,Bury,utla,2020-07-04,5
E08000015,Wirral,utla,2020-07-04,2
E08000021,Newcastle upon Tyne,utla,2020-07-04,0
E09000014,Haringey,utla,2020-07-04,0
E09000027,Richmond upon Thames,utla,2020-07-04,0
E10000019,Lincolnshire,utla,2020-07-04,2
E10000028,Staffordshire,utla,2020-07-04,9
W06000022,Newport,utla,2020-07-04,0
W06000024,Merthyr Tydfil,utla,2020-07-04,1
E06000015,Derby,utla,2020-07-03,1
E06000038,Reading,utla,2020-07-03,1
E08000002,Bury,utla,2020-07-03,2
E08000015,Wirral,utla,2020-07-03,0
E08000021,Newcastle upon Tyne,utla,2020-07-03,0
E09000014,Haringey,utla,2020-07-03,0
E09000027,Richmond upon Thames,utla,2020-07-03,1
E10000019,Lincolnshire,utla,2020-07-03,3
E10000028,Staffordshire,utla,2020-07-03,8
W06000022,Newport,utla,2020-07-03,0
W06000024,Merthyr Tydfil,utla,2020-07-03,0
E06000015,Derby,utla,2020-07-02,6
E06000038,Reading,utla,2020-07-02,3
E08000002,Bury,utla,2020-07-02,1
E08000015,Wirral,utla,2020-07-02,1
E08000021,Newcastle upon Tyne,utla,2020-07-02,4
E09000014,Haringey,utla,2020-07-02,0
E09000027,Richmond upon Thames,utla,2020-07-02,1
E10000019,Lincolnshire,utla,2020-07-02,4
E10000028,Staffordshire,utla,2020-07-02,9
W06000022,Newport,utla,2020-07-02,1
W06000024,Merthyr Tydfil,utla,2020-07-02,1
E06000015,Derby,utla,2020-07-01,610
E06000038,Reading,utla,2020-07-01,164
E08000002,Bury,utla,2020-07-01,442
E08000015,Wirral,utla,2020-07-01,650
E08000021,Newcastle upon Tyne,utla,2020-07-01,432
E09000014,Haringey,utla,2020-07-01,130
E09000027,Richmond upon Thames,utla,2020-07-01,111
E10000019,Lincolnshire,utla,2020-07-01,1248
E10000028,Staffordshire,utla,2020-07-01,1206
W06000022,Newport,utla,2020-07-01,0
W06000024,Merthyr Tydfil,utla,2020-07-01,2
E06000015,Derby,utla,2020-06-30,1
E06000038,Reading,utla,2020-06-30,1
E08000002,Bury,utla,2020-06-30,0
E08000015,Wirral,utla,2020-06-30,0
E08000021,Newcastle upon Tyne,utla,2020-06-30,0
E09000014,Haringey,utla,2020-06-30,0
E09000027,Richmond upon Thames,utla,2020-06-30,1
E10000019,Lincolnshire,utla,2020-06-30,9
E10000028,Staffordshire,utla,2020-06-30,4
W06000022,Newport,utla,2020-06-30,1
W06000024,Merthyr Tydfil,utla,2020-06-30,8
E06000015,Derby,utla,2020-06-29,1
E06000038,Reading,utla,2020-06-29,0
E08000002,Bury,utla,2020-06-29,1
E08000015,Wirral,utla,2020-06-29,1
E08000021,Newcastle upon Tyne,utla,2020-06-29,0
E09000014,Haringey,utla,2020-06-29,0
E09000027,Richmond upon Thames,utla,2020-06-29,0
E10000019,Lincolnshire,utla,2020-06-29,0
E10000028,Staffordshire,utla,2020-06-29,2
W06000022,Newport,utla,2020-06-29,0
W06000024,Merthyr Tydfil,utla,2020-06-29,97
E06000015,Derby,utla,2020-06-28,1
E06000038,Reading,utla,2020-06-28,1
E08000002,Bury,utla,2020-06-28,0
E08000015,Wirral,utla,2020-06-28,0
E08000021,Newcastle upon Tyne,utla,2020-06-28,0
E09000014,Haringey,utla,2020-06-28,0
E09000027,Richmond upon Thames,utla,2020-06-28,1
E10000019,Lincolnshire,utla,2020-06-28,0
E10000028,Staffordshire,utla,2020-06-28,11
W06000022,Newport,utla,2020-06-28,1
W06000024,Merthyr Tydfil,utla,2020-06-28,0
E06000015,Derby,utla,2020-06-27,0
E06000038,Reading,utla,2020-06-27,0
E08000002,Bury,utla,2020-06-27,0
E08000015,Wirral,utla,2020-06-27,2
E08000021,Newcastle upon Tyne,utla,2020-06-27,0
E09000014,Haringey,utla,2020-06-27,2
E09000027,Richmond upon Thames,utla,2020-06-27,1
E10000019,Lincolnshire,utla,2020-06-27,1
E10000028,Staffordshire,utla,2020-06-27,2
W06000022,Newport,utla,2020-06-27,0
W06000024,Merthyr Tydfil,utla,2020-06-27,0
E06000015,Derby,utla,2020-06-26,0
E06000038,Reading,utla,2020-06-26,0
E08000002,Bury,utla,2020-06-26,2
E08000015,Wirral,utla,2020-06-26,3
E08000021,Newcastle upon Tyne,utla,2020-06-26,0
E09000014,Haringey,utla,2020-06-26,3
E09000027,Richmond upon Thames,utla,2020-06-26,0
E10000019,Lincolnshire,utla,2020-06-26,1
E10000028,Staffordshire,utla,2020-06-26,8
W06000022,Newport,utla,2020-06-26,0
W06000024,Merthyr Tydfil,utla,2020-06-26,1
E06000015,Derby,utla,2020-06-25,2
E06000038,Reading,utla,2020-06-25,0
E08000002,Bury,utla,2020-06-25,0
E08000015,Wirral,utla,2020-06-25,0
E08000021,Newcastle upon Tyne,utla,2020-06-25,0
E09000014,Haringey,utla,2020-06-25,1
E09000027,Richmond upon Thames,utla,2020-06-25,0
E10000019,Lincolnshire,utla,2020-06-25,1
E10000028,Staffordshire,utla,2020-06-25,6
W06000022,Newport,utla,2020-06-25,0
W06000024,Merthyr Tydfil,utla,2020-06-25,2
E06000015,Derby,utla,2020-06-24,1
E06000038,Reading,utla,2020-06-24,1
E08000002,Bury,utla,2020-06-24,0
E08000015,Wirral,utla,2020-06-24,0
E08000021,Newcastle upon Tyne,utla,2020-06-24,1
E09000014,Haringey,utla,2020-06-24,1
E09000027,Richmond upon Thames,utla,2020-06-24,1
E10000019,Lincolnshire,utla,2020-06-24,1
E10000028,Staffordshire,utla,2020-06-24,4
W06000022,Newport,utla,2020-06-24,0
W06000024,Merthyr Tydfil,utla,2020-06-24,0
E06000015,Derby,utla,2020-06-23,1
E06000038,Reading,utla,2020-06-23,0
E08000002,Bury,utla,2020-06-23,0
E08000015,Wirral,utla,2020-06-23,3
E08000021,Newcastle upon Tyne,utla,2020-06-23,0
E09000014,Haringey,utla,2020-06-23,0
E09000027,Richmond upon Thames,utla,2020-06-23,0
E10000019,Lincolnshire,utla,2020-06-23,3
E10000028,Staffordshire,utla,2020-06-23,4
W06000022,Newport,utla,2020-06-23,0
W06000024,Merthyr Tydfil,utla,2020-06-23,3
E06000015,Derby,utla,2020-06-22,4
E06000038,Reading,utla,2020-06-22,0
E08000002,Bury,utla,2020-06-22,4
E08000015,Wirral,utla,2020-06-22,3
E08000021,Newcastle upon Tyne,utla,2020-06-22,0
E09000014,Haringey,utla,2020-06-22,1
E09000027,Richmond upon Thames,utla,2020-06-22,0
E10000019,Lincolnshire,utla,2020-06-22,1
E10000028,Staffordshire,utla,2020-06-22,3
W06000022,Newport,utla,2020-06-22,0
W06000024,Merthyr Tydfil,utla,2020-06-22,0
E06000015,Derby,utla,2020-06-21,2
E06000038,Reading,utla,2020-06-21,0
E08000002,Bury,utla,2020-06-21,2
E08000015,Wirral,utla,2020-06-21,2
E08000021,Newcastle upon Tyne,utla,2020-06-21,1
E09000014,Haringey,utla,2020-06-21,1
E09000027,Richmond upon Thames,utla,2020-06-21,0
E10000019,Lincolnshire,utla,2020-06-21,0
E10000028,Staffordshire,utla,2020-06-21,6
W06000022,Newport,utla,2020-06-21,0
W06000024,Merthyr Tydfil,utla,2020-06-21,0
E06000015,Derby,utla,2020-06-20,0
E06000038,Reading,utla,2020-06-20,0
E08000002,Bury,utla,2020-06-20,0
E08000015,Wirral,utla,2020-06-20,0
E08000021,Newcastle upon Tyne,utla,2020-06-20,0
E09000014,Haringey,utla,2020-06-20,0
E09000027,Richmond upon Thames,utla,2020-06-20,0
E10000019,Lincolnshire,utla,2020-06-20,1
E10000028,Staffordshire,utla,2020-06-20,3
W06000022,Newport,utla,2020-06-20,0
W06000024,Merthyr Tydfil,utla,2020-06-20,0
E06000015,Derby,utla,2020-06-19,4
E06000038,Reading,utla,2020-06-19,1
E08000002,Bury,utla,2020-06-19,0
E08000015,Wirral,utla,2020-06-19,2
E08000021,Newcastle upon Tyne,utla,2020-06-19,1
E09000014,Haringey,utla,2020-06-19,1
E09000027,Richmond upon Thames,utla,2020-06-19,0
E10000019,Lincolnshire,utla,2020-06-19,4
E10000028,Staffordshire,utla,2020-06-19,9
W06000022,Newport,utla,2020-06-19,0
W06000024,Merthyr Tydfil,utla,2020-06-19,1
E06000015,Derby,utla,2020-06-18,3
E06000038,Reading,utla,2020-06-18,1
E08000002,Bury,utla,2020-06-18,3
E08000015,Wirral,utla,2020-06-18,2
E08000021,Newcastle upon Tyne,utla,2020-06-18,3
E09000014,Haringey,utla,2020-06-18,0
E09000027,Richmond upon Thames,utla,2020-06-18,0
E10000019,Lincolnshire,utla,2020-06-18,0
E10000028,Staffordshire,utla,2020-06-18,7
W06000022,Newport,utla,2020-06-18,2
W06000024,Merthyr Tydfil,utla,2020-06-18,1
E06000015,Derby,utla,2020-06-17,4
E06000038,Reading,utla,2020-06-17,0
E08000002,Bury,utla,2020-06-17,0
E08000015,Wirral,utla,2020-06-17,3
E08000021,Newcastle upon Tyne,utla,2020-06-17,1
E09000014,Haringey,utla,2020-06-17,1
E09000027,Richmond upon Thames,utla,2020-06-17,0
E10000019,Lincolnshire,utla,2020-06-17,0
E10000028,Staffordshire,utla,2020-06-17,6
W06000022,Newport,utla,2020-06-17,0
W06000024,Merthyr Tydfil,utla,2020-06-17,2
E06000015,Derby,utla,2020-06-16,7
E06000038,Reading,utla,2020-06-16,1
E08000002,Bury,utla,2020-06-16,3
E08000015,Wirral,utla,2020-06-16,4
E08000021,Newcastle upon Tyne,utla,2020-06-16,0
E09000014,Haringey,utla,2020-06-16,0
E09000027,Richmond upon Thames,utla,2020-06-16,0
E10000019,Lincolnshire,utla,2020-06-16,0
E10000028,Staffordshire,utla,2020-06-16,3
W06000022,Newport,utla,2020-06-16,3
W06000024,Merthyr Tydfil,utla,2020-06-16,0
E06000015,Derby,utla,2020-06-15,3
E06000038,Reading,utla,2020-06-15,1
E08000002,Bury,utla,2020-06-15,3
E08000015,Wirral,utla,2020-06-15,4
E08000021,Newcastle upon Tyne,utla,2020-06-15,0
E09000014,Haringey,utla,2020-06-15,0
E09000027,Richmond upon Thames,utla,2020-06-15,0
E10000019,Lincolnshire,utla,2020-06-15,1
E10000028,Staffordshire,utla,2020-06-15,5
W06000022,Newport,utla,2020-06-15,0
W06000024,Merthyr Tydfil,utla,2020-06-15,3
E06000015,Derby,utla,2020-06-14,1
E06000038,Reading,utla,2020-06-14,0
E08000002,Bury,utla,2020-06-14,5
E08000015,Wirral,utla,2020-06-14,4
E08000021,Newcastle upon Tyne,utla,2020-06-14,0
E09000014,Haringey,utla,2020-06-14,0
E09000027,Richmond upon Thames,utla,2020-06-14,1
E10000019,Lincolnshire,utla,2020-06-14,1
E10000028,Staffordshire,utla,2020-06-14,5
W06000022,Newport,utla,2020-06-14,0
W06000024,Merthyr Tydfil,utla,2020-06-14,0
E06000015,Derby,utla,2020-06-13,2
E06000038,Reading,utla,2020-06-13,0
E08000002,Bury,utla,2020-06-13,0
E08000015,Wirral,utla,2020-06-13,4
E08000021,Newcastle upon Tyne,utla,2020-06-13,2
E09000014,Haringey,utla,2020-06-13,0
E09000027,Richmond upon Thames,utla,2020-06-13,0
E10000019,Lincolnshire,utla,2020-06-13,1
E10000028,Staffordshire,utla,2020-06-13,7
W06000022,Newport,utla,2020-06-13,1
W06000024,Merthyr Tydfil,utla,2020-06-13,1
E06000015,Derby,utla,2020-06-12,2
E06000038,Reading,utla,2020-06-12,0
E08000002,Bury,utla,2020-06-12,2
E08000015,Wirral,utla,2020-06-12,6
E08000021,Newcastle upon Tyne,utla,2020-06-12,1
E09000014,Haringey,utla,2020-06-12,0
E09000027,Richmond upon Thames,utla,2020-06-12,1
E10000019,Lincolnshire,utla,2020-06-12,0
E10000028,Staffordshire,utla,2020-06-12,5
W06000022,Newport,utla,2020-06-12,2
W06000024,Merthyr Tydfil,utla,2020-06-12,12
E06000015,Derby,utla,2020-06-11,1
E06000038,Reading,utla,2020-06-11,2
E08000002,Bury,utla,2020-06-11,3
E08000015,Wirral,utla,2020-06-11,3
E08000021,Newcastle upon Tyne,utla,2020-06-11,1
E09000014,Haringey,utla,2020-06-11,0
E09000027,Richmond upon Thames,utla,2020-06-11,0
E10000019,Lincolnshire,utla,2020-06-11,6
E10000028,Staffordshire,utla,2020-06-11,8
W06000022,Newport,utla,2020-06-11,0
W06000024,Merthyr Tydfil,utla,2020-06-11,0
E06000015,Derby,utla,2020-06-10,2
E06000038,Reading,utla,2020-06-10,0
E08000002,Bury,utla,2020-06-10,0
E08000015,Wirral,utla,2020-06-10,2
E08000021,Newcastle upon Tyne,utla,2020-06-10,1
E09000014,Haringey,utla,2020-06-10,0
E09000027,Richmond upon Thames,utla,2020-06-10,1
E10000019,Lincolnshire,utla,2020-06-10,0
E10000028,Staffordshire,utla,2020-06-10,4
W06000022,Newport,utla,2020-06-10,1
W06000024,Merthyr Tydfil,utla,2020-06-10,0
E06000015,Derby,utla,2020-06-09,4
E06000038,Reading,utla,2020-06-09,0
E08000002,Bury,utla,2020-06-09,1
E08000015,Wirral,utla,2020-06-09,1
E08000021,Newcastle upon Tyne,utla,2020-06-09,2
E09000014,Haringey,utla,2020-06-09,1
E09000027,Richmond upon Thames,utla,2020-06-09,1
E10000019,Lincolnshire,utla,2020-06-09,21
E10000028,Staffordshire,utla,2020-06-09,7
W06000022,Newport,utla,2020-06-09,0
W06000024,Merthyr Tydfil,utla,2020-06-09,0
E06000015,Derby,utla,2020-06-08,0
E06000038,Reading,utla,2020-06-08,1
E08000002,Bury,utla,2020-06-08,7
E08000015,Wirral,utla,2020-06-08,2
E08000021,Newcastle upon Tyne,utla,2020-06-08,0
E09000014,Haringey,utla,2020-06-08,0
E09000027,Richmond upon Thames,utla,2020-06-08,0
E10000019,Lincolnshire,utla,2020-06-08,0
E10000028,Staffordshire,utla,2020-06-08,1
W06000022,Newport,utla,2020-06-08,0
W06000024,Merthyr Tydfil,utla,2020-06-08,0
E06000015,Derby,utla,2020-06-07,0
E06000038,Reading,utla,2020-06-07,0
E08000002,Bury,utla,2020-06-07,4
E08000015,Wirral,utla,2020-06-07,1
E08000021,Newcastle upon Tyne,utla,2020-06-07,1
E09000014,Haringey,utla,2020-06-07,1
E09000027,Richmond upon Thames,utla,2020-06-07,1
E10000019,Lincolnshire,utla,2020-06-07,0
E10000028,Staffordshire,utla,2020-06-07,4
W06000022,Newport,utla,2020-06-07,4
W06000024,Merthyr Tydfil,utla,2020-06-07,2
E06000015,Derby,utla,2020-06-06,4
E06000038,Reading,utla,2020-06-06,3
E08000002,Bury,utla,2020-06-06,4
E08000015,Wirral,utla,2020-06-06,6
E08000021,Newcastle upon Tyne,utla,2020-06-06,1
E09000014,Haringey,utla,2020-06-06,0
E09000027,Richmond upon Thames,utla,2020-06-06,1
E10000019,Lincolnshire,utla,2020-06-06,1
E10000028,Staffordshire,utla,2020-06-06,5
W06000022,Newport,utla,2020-06-06,0
W06000024,Merthyr Tydfil,utla,2020-06-06,1
E06000015,Derby,utla,2020-06-05,1
E06000038,Reading,utla,2020-06-05,1
E08000002,Bury,utla,2020-06-05,0
E08000015,Wirral,utla,2020-06-05,2
E08000021,Newcastle upon Tyne,utla,2020-06-05,3
E09000014,Haringey,utla,2020-06-05,0
E09000027,Richmond upon Thames,utla,2020-06-05,0
E10000019,Lincolnshire,utla,2020-06-05,0
E10000028,Staffordshire,utla,2020-06-05,3
W06000022,Newport,utla,2020-06-05,0
W06000024,Merthyr Tydfil,utla,2020-06-05,1
E06000015,Derby,utla,2020-06-04,0
E06000038,Reading,utla,2020-06-04,0
E08000002,Bury,utla,2020-06-04,3
E08000015,Wirral,utla,2020-06-04,7
E08000021,Newcastle upon Tyne,utla,2020-06-04,0
E09000014,Haringey,utla,2020-06-04,0
E09000027,Richmond upon Thames,utla,2020-06-04,0
E10000019,Lincolnshire,utla,2020-06-04,2
E10000028,Staffordshire,utla,2020-06-04,6
W06000022,Newport,utla,2020-06-04,0
W06000024,Merthyr Tydfil,utla,2020-06-04,0
E06000015,Derby,utla,2020-06-03,1
E06000038,Reading,utla,2020-06-03,2
E08000002,Bury,utla,2020-06-03,7
E08000015,Wirral,utla,2020-06-03,6
