areaCode,areaName,areaType,date,newCasesByPublishDate
E06000040,Windsor and Maidenhead,utla,2021-06-25,30
E06000059,Dorset,utla,2021-06-25,35
E08000006,Salford,utla,2021-06-25,200
E08000019,Sheffield,utla,2021-06-25,141
E08000027,Dudley,utla,2021-06-25,37
E08000029,Solihull,utla,2021-06-25,83
E08000033,Calderdale,utla,2021-06-25,81
E09000022,Lambeth,utla,2021-06-25,95
E10000016,Kent,utla,2021-06-25,176
E10000017,Lancashire,utla,2021-06-25,595
W06000013,Bridgend,utla,2021-06-25,7
E06000013,North Lincolnshire,utla,2021-06-24,25
E06000025,South Gloucestershire,utla,2021-06-24,89
E06000026,Plymouth,utla,2021-06-24,32
E06000040,Windsor and Maidenhead,utla,2021-06-24,18
E06000059,Dorset,utla,2021-06-24,34
E08000006,Salford,utla,2021-06-24,199
E08000019,Sheffield,utla,2021-06-24,117
E08000027,Dudley,utla,2021-06-24,55
E08000029,Solihull,utla,2021-06-24,71
E08000033,Calderdale,utla,2021-06-24,82
E09000022,Lambeth,utla,2021-06-24,121
E10000016,Kent,utla,2021-06-24,175
E10000017,Lancashire,utla,2021-06-24,582
W06000013,Bridgend,utla,2021-06-24,13
E06000013,North Lincolnshire,utla,2021-06-23,20
E06000025,South Gloucestershire,utla,2021-06-23,55
E06000026,Plymouth,utla,2021-06-23,41
E06000040,Windsor and Maidenhead,utla,2021-06-23,25
E06000059,Dorset,utla,2021-06-23,39
E08000006,Salford,utla,2021-06-23,158
E08000019,Sheffield,utla,2021-06-23,109
E08000027,Dudley,utla,2021-06-23,42
E08000029,Solihull,utla,2021-06-23,60
E08000033,Calderdale,utla,2021-06-23,64
E09000022,Lambeth,utla,2021-06-23,88
E10000016,Kent,utla,2021-06-23,164
E10000017,Lancashire,utla,2021-06-23,669
W06000013,Bridgend,utla,2021-06-23,5
E06000013,North Lincolnshire,utla,2021-06-22,11
E06000025,South Gloucestershire,utla,2021-06-22,56
E06000026,Plymouth,utla,2021-06-22,30
E06000040,Windsor and Maidenhead,utla,2021-06-22,7
E06000059,Dorset,utla,2021-06-22,28
E08000006,Salford,utla,2021-06-22,129
E08000019,Sheffield,utla,2021-06-22,76
E08000027,Dudley,utla,2021-06-22,35
E08000029,Solihull,utla,2021-06-22,40
E08000033,Calderdale,utla,2021-06-22,41
E09000022,Lambeth,utla,2021-06-22,64
E10000016,Kent,utla,2021-06-22,115
E10000017,Lancashire,utla,2021-06-22,449
W06000013,Bridgend,utla,2021-06-22,4
E06000013,North Lincolnshire,utla,2021-06-21,12
E06000025,South Gloucestershire,utla,2021-06-21,47
E06000026,Plymouth,utla,2021-06-21,35
E06000040,Windsor and Maidenhead,utla,2021-06-21,18
E06000059,Dorset,utla,2021-06-21,28
E08000006,Salford,utla,2021-06-21,111
E08000019,Sheffield,utla,2021-06-21,70
E08000027,Dudley,utla,2021-06-21,20
E08000029,Solihull,utla,2021-06-21,39
E08000033,Calderdale,utla,2021-06-21,51
E09000022,Lambeth,utla,2021-06-21,46
E10000016,Kent,utla,2021-06-21,122
E10000017,Lancashire,utla,2021-06-21,426
W06000013,Bridgend,utla,2021-06-21,5
E06000013,North Lincolnshire,utla,2021-06-20,6
E06000025,South Gloucestershire,utla,2021-06-20,40
E06000026,Plymouth,utla,2021-06-20,40
E06000040,Windsor and Maidenhead,utla,2021-06-20,18
E06000059,Dorset,utla,2021-06-20,31
E08000006,Salford,utla,2021-06-20,114
E08000019,Sheffield,utla,2021-06-20,61
E08000027,Dudley,utla,2021-06-20,25
E08000029,Solihull,utla,2021-06-20,24
E08000033,Calderdale,utla,2021-06-20,62
E09000022,Lambeth,utla,2021-06-20,46
E10000016,Kent,utla,2021-06-20,87
E10000017,Lancashire,utla,2021-06-20,403
W06000013,Bridgend,utla,2021-06-20,4
E06000013,North Lincolnshire,utla,2021-06-19,9
E06000025,South Gloucestershire,utla,2021-06-19,46
E06000026,Plymouth,utla,2021-06-19,21
E06000040,Windsor and Maidenhead,utla,2021-06-19,14
E06000059,Dorset,utla,2021-06-19,29
E08000006,Salford,utla,2021-06-19,114
E08000019,Sheffield,utla,2021-06-19,64
E08000027,Dudley,utla,2021-06-19,23
E08000029,Solihull,utla,2021-06-19,31
E08000033,Calderdale,utla,2021-06-19,55
E09000022,Lambeth,utla,2021-06-19,84
E10000016,Kent,utla,2021-06-19,114
E10000017,Lancashire,utla,2021-06-19,450
W06000013,Bridgend,utla,2021-06-19,0
E06000013,North Lincolnshire,utla,2021-06-18,9
E06000025,South Gloucestershire,utla,2021-06-18,31
E06000026,Plymouth,utla,2021-06-18,29
E06000040,Windsor and Maidenhead,utla,2021-06-18,12
E06000059,Dorset,utla,2021-06-18,35
E08000006,Salford,utla,2021-06-18,145
E08000019,Sheffield,utla,2021-06-18,68
E08000027,Dudley,utla,2021-06-18,28
E08000029,Solihull,utla,2021-06-18,40
E08000033,Calderdale,utla,2021-06-18,71
E09000022,Lambeth,utla,2021-06-18,65
E10000016,Kent,utla,2021-06-18,121
E10000017,Lancashire,utla,2021-06-18,527
W06000013,Bridgend,utla,2021-06-18,7
E06000013,North Lincolnshire,utla,2021-06-17,4
E06000025,South Gloucestershire,utla,2021-06-17,47
E06000026,Plymouth,utla,2021-06-17,23
E06000040,Windsor and Maidenhead,utla,2021-06-17,16
E06000059,Dorset,utla,2021-06-17,37
E08000006,Salford,utla,2021-06-17,137
E08000019,Sheffield,utla,2021-06-17,68
E08000027,Dudley,utla,2021-06-17,28
E08000029,Solihull,utla,2021-06-17,41
E08000033,Calderdale,utla,2021-06-17,47
E09000022,Lambeth,utla,2021-06-17,89
E10000016,Kent,utla,2021-06-17,85
E10000017,Lancashire,utla,2021-06-17,577
W06000013,Bridgend,utla,2021-06-17,4
E06000013,North Lincolnshire,utla,2021-06-16,3
E06000025,South Gloucestershire,utla,2021-06-16,30
E06000026,Plymouth,utla,2021-06-16,15
E06000040,Windsor and Maidenhead,utla,2021-06-16,13
E06000059,Dorset,utla,2021-06-16,25
E08000006,Salford,utla,2021-06-16,104
E08000019,Sheffield,utla,2021-06-16,53
E08000027,Dudley,utla,2021-06-16,13
E08000029,Solihull,utla,2021-06-16,34
E08000033,Calderdale,utla,2021-06-16,47
E09000022,Lambeth,utla,2021-06-16,66
E10000016,Kent,utla,2021-06-16,94
E10000017,Lancashire,utla,2021-06-16,450
W06000013,Bridgend,utla,2021-06-16,4
E06000013,North Lincolnshire,utla,2021-06-15,6
E06000025,South Gloucestershire,utla,2021-06-15,45
E06000026,Plymouth,utla,2021-06-15,20
E06000040,Windsor and Maidenhead,utla,2021-06-15,5
E06000059,Dorset,utla,2021-06-15,14
E08000006,Salford,utla,2021-06-15,116
E08000019,Sheffield,utla,2021-06-15,47
E08000027,Dudley,utla,2021-06-15,18
E08000029,Solihull,utla,2021-06-15,30
E08000033,Calderdale,utla,2021-06-15,45
E09000022,Lambeth,utla,2021-06-15,50
E10000016,Kent,utla,2021-06-15,92
E10000017,Lancashire,utla,2021-06-15,359
W06000013,Bridgend,utla,2021-06-15,3
E06000013,North Lincolnshire,utla,2021-06-14,9
E06000025,South Gloucestershire,utla,2021-06-14,24
E06000026,Plymouth,utla,2021-06-14,19
E06000040,Windsor and Maidenhead,utla,2021-06-14,7
E06000059,Dorset,utla,2021-06-14,17
E08000006,Salford,utla,2021-06-14,132
E08000019,Sheffield,utla,2021-06-14,38
E08000027,Dudley,utla,2021-06-14,18
E08000029,Solihull,utla,2021-06-14,27
E08000033,Calderdale,utla,2021-06-14,38
E09000022,Lambeth,utla,2021-06-14,49
E10000016,Kent,utla,2021-06-14,55
E10000017,Lancashire,utla,2021-06-14,458
W06000013,Bridgend,utla,2021-06-14,8
E06000013,North Lincolnshire,utla,2021-06-13,4
E06000025,South Gloucestershire,utla,2021-06-13,30
E06000026,Plymouth,utla,2021-06-13,13
E06000040,Windsor and Maidenhead,utla,2021-06-13,8
E06000059,Dorset,utla,2021-06-13,17
E08000006,Salford,utla,2021-06-13,113
E08000019,Sheffield,utla,2021-06-13,40
E08000027,Dudley,utla,2021-06-13,14
E08000029,Solihull,utla,2021-06-13,28
E08000033,Calderdale,utla,2021-06-13,30
E09000022,Lambeth,utla,2021-06-13,51
E10000016,Kent,utla,2021-06-13,59
E10000017,Lancashire,utla,2021-06-13,451
W06000013,Bridgend,utla,2021-06-13,3
E06000013,North Lincolnshire,utla,2021-06-12,4
E06000025,South Gloucestershire,utla,2021-06-12,28
E06000026,Plymouth,utla,2021-06-12,9
E06000040,Windsor and Maidenhead,utla,2021-06-12,10
E06000059,Dorset,utla,2021-06-12,10
E08000006,Salford,utla,2021-06-12,133
E08000019,Sheffield,utla,2021-06-12,45
E08000027,Dudley,utla,2021-06-12,24
E08000029,Solihull,utla,2021-06-12,21
E08000033,Calderdale,utla,2021-06-12,42
E09000022,Lambeth,utla,2021-06-12,54
E10000016,Kent,utla,2021-06-12,85
E10000017,Lancashire,utla,2021-06-12,418
W06000013,Bridgend,utla,2021-06-12,0
E06000013,North Lincolnshire,utla,2021-06-11,1
E06000025,South Gloucestershire,utla,2021-06-11,27
E06000026,Plymouth,utla,2021-06-11,12
E06000040,Windsor and Maidenhead,utla,2021-06-11,12
E06000059,Dorset,utla,2021-06-11,21
E08000006,Salford,utla,2021-06-11,135
E08000019,Sheffield,utla,2021-06-11,33
E08000027,Dudley,utla,2021-06-11,23
E08000029,Solihull,utla,2021-06-11,13
E08000033,Calderdale,utla,2021-06-11,39
E09000022,Lambeth,utla,2021-06-11,62
E10000016,Kent,utla,2021-06-11,55
E10000017,Lancashire,utla,2021-06-11,470
W06000013,Bridgend,utla,2021-06-11,4
E06000013,North Lincolnshire,utla,2021-06-10,5
E06000025,South Gloucestershire,utla,2021-06-10,28
E06000026,Plymouth,utla,2021-06-10,17
E06000040,Windsor and Maidenhead,utla,2021-06-10,5
E06000059,Dorset,utla,2021-06-10,16
E08000006,Salford,utla,2021-06-10,131
E08000019,Sheffield,utla,2021-06-10,27
E08000027,Dudley,utla,2021-06-10,22
E08000029,Solihull,utla,2021-06-10,27
E08000033,Calderdale,utla,2021-06-10,35
E09000022,Lambeth,utla,2021-06-10,79
E10000016,Kent,utla,2021-06-10,77
E10000017,Lancashire,utla,2021-06-10,429
W06000013,Bridgend,utla,2021-06-10,3
E06000013,North Lincolnshire,utla,2021-06-09,9
E06000025,South Gloucestershire,utla,2021-06-09,20
E06000026,Plymouth,utla,2021-06-09,6
E06000040,Windsor and Maidenhead,utla,2021-06-09,3
E06000059,Dorset,utla,2021-06-09,15
E08000006,Salford,utla,2021-06-09,115
E08000019,Sheffield,utla,2021-06-09,39
E08000027,Dudley,utla,2021-06-09,24
E08000029,Solihull,utla,2021-06-09,21
E08000033,Calderdale,utla,2021-06-09,50
E09000022,Lambeth,utla,2021-06-09,61
E10000016,Kent,utla,2021-06-09,80
E10000017,Lancashire,utla,2021-06-09,488
W06000013,Bridgend,utla,2021-06-09,5
E06000013,North Lincolnshire,utla,2021-06-08,2
E06000025,South Gloucestershire,utla,2021-06-08,23
E06000026,Plymouth,utla,2021-06-08,16
E06000040,Windsor and Maidenhead,utla,2021-06-08,9
E06000059,Dorset,utla,2021-06-08,16
E08000006,Salford,utla,2021-06-08,117
E08000019,Sheffield,utla,2021-06-08,38
E08000027,Dudley,utla,2021-06-08,23
E08000029,Solihull,utla,2021-06-08,21
E08000033,Calderdale,utla,2021-06-08,26
E09000022,Lambeth,utla,2021-06-08,36
E10000016,Kent,utla,2021-06-08,53
E10000017,Lancashire,utla,2021-06-08,367
W06000013,Bridgend,utla,2021-06-08,4
E06000013,North Lincolnshire,utla,2021-06-07,11
E06000025,South Gloucestershire,utla,2021-06-07,11
E06000026,Plymouth,utla,2021-06-07,13
E06000040,Windsor and Maidenhead,utla,2021-06-07,7
E06000059,Dorset,utla,2021-06-07,9
E08000006,Salford,utla,2021-06-07,77
E08000019,Sheffield,utla,2021-06-07,26
E08000027,Dudley,utla,2021-06-07,20
E08000029,Solihull,utla,2021-06-07,16
E08000033,Calderdale,utla,2021-06-07,40
E09000022,Lambeth,utla,2021-06-07,35
E10000016,Kent,utla,2021-06-07,63
E10000017,Lancashire,utla,2021-06-07,376
W06000013,Bridgend,utla,2021-06-07,1
E06000013,North Lincolnshire,utla,2021-06-06,7
E06000025,South Gloucestershire,utla,2021-06-06,22
E06000026,Plymouth,utla,2021-06-06,7
E06000040,Windsor and Maidenhead,utla,2021-06-06,6
E06000059,Dorset,utla,2021-06-06,2
E08000006,Salford,utla,2021-06-06,83
E08000019,Sheffield,utla,2021-06-06,36
E08000027,Dudley,utla,2021-06-06,8
E08000029,Solihull,utla,2021-06-06,14
E08000033,Calderdale,utla,2021-06-06,26
E09000022,Lambeth,utla,2021-06-06,43
E10000016,Kent,utla,2021-06-06,59
E10000017,Lancashire,utla,2021-06-06,365
W06000013,Bridgend,utla,2021-06-06,1
E06000013,North Lincolnshire,utla,2021-06-05,4
E06000025,South Gloucestershire,utla,2021-06-05,4
E06000026,Plymouth,utla,2021-06-05,6
E06000040,Windsor and Maidenhead,utla,2021-06-05,4
E06000059,Dorset,utla,2021-06-05,5
E08000006,Salford,utla,2021-06-05,122
E08000019,Sheffield,utla,2021-06-05,23
E08000027,Dudley,utla,2021-06-05,9
E08000029,Solihull,utla,2021-06-05,11
E08000033,Calderdale,utla,2021-06-05,29
E09000022,Lambeth,utla,2021-06-05,43
E10000016,Kent,utla,2021-06-05,55
E10000017,Lancashire,utla,2021-06-05,364
W06000013,Bridgend,utla,2021-06-05,0
E06000013,North Lincolnshire,utla,2021-06-04,6
E06000025,South Gloucestershire,utla,2021-06-04,7
E06000026,Plymouth,utla,2021-06-04,11
E06000040,Windsor and Maidenhead,utla,2021-06-04,1
E06000059,Dorset,utla,2021-06-04,6
E08000006,Salford,utla,2021-06-04,126
E08000019,Sheffield,utla,2021-06-04,21
E08000027,Dudley,utla,2021-06-04,7
E08000029,Solihull,utla,2021-06-04,7
E08000033,Calderdale,utla,2021-06-04,27
E09000022,Lambeth,utla,2021-06-04,68
E10000016,Kent,utla,2021-06-04,51
E10000017,Lancashire,utla,2021-06-04,338
W06000013,Bridgend,utla,2021-06-04,1
E06000013,North Lincolnshire,utla,2021-06-03,8
E06000025,South Gloucestershire,utla,2021-06-03,0
E06000026,Plymouth,utla,2021-06-03,8
E06000040,Windsor and Maidenhead,utla,2021-06-03,4
E06000059,Dorset,utla,2021-06-03,9
E08000006,Salford,utla,2021-06-03,105
E08000019,Sheffield,utla,2021-06-03,19
E08000027,Dudley,utla,2021-06-03,11
E08000029,Solihull,utla,2021-06-03,11
E08000033,Calderdale,utla,2021-06-03,7
E09000022,Lambeth,utla,2021-06-03,41
E10000016,Kent,utla,2021-06-03,30
E10000017,Lancashire,utla,2021-06-03,318
W06000013,Bridgend,utla,2021-06-03,1
E06000013,North Lincolnshire,utla,2021-06-02,1
E06000025,South Gloucestershire,utla,2021-06-02,14
E06000026,Plymouth,utla,2021-06-02,2
E06000040,Windsor and Maidenhead,utla,2021-06-02,4
E06000059,Dorset,utla,2021-06-02,8
E08000006,Salford,utla,2021-06-02,65
E08000019,Sheffield,utla,2021-06-02,21
E08000027,Dudley,utla,2021-06-02,12
E08000029,Solihull,utla,2021-06-02,13
E08000033,Calderdale,utla,2021-06-02,11
E09000022,Lambeth,utla,2021-06-02,28
E10000016,Kent,utla,2021-06-02,43
E10000017,Lancashire,utla,2021-06-02,214
W06000013,Bridgend,utla,2021-06-02,2
E06000013,North Lincolnshire,utla,2021-06-01,5
E06000025,South Gloucestershire,utla,2021-06-01,3
E06000026,Plymouth,utla,2021-06-01,1
E06000040,Windsor and Maidenhead,utla,2021-06-01,2
E06000059,Dorset,utla,2021-06-01,4
E08000006,Salford,utla,2021-06-01,34
E08000019,Sheffield,utla,2021-06-01,14
E08000027,Dudley,utla,2021-06-01,13
E08000029,Solihull,utla,2021-06-01,7
E08000033,Calderdale,utla,2021-06-01,13
E09000022,Lambeth,utla,2021-06-01,39
E10000016,Kent,utla,2021-06-01,35
E10000017,Lancashire,utla,2021-06-01,172
W06000013,Bridgend,utla,2021-06-01,2
E06000013,North Lincolnshire,utla,2021-05-31,2
E06000025,South Gloucestershire,utla,2021-05-31,0
E06000026,Plymouth,utla,2021-05-31,9
E06000040,Windsor and Maidenhead,utla,2021-05-31,3
E06000059,Dorset,utla,2021-05-31,1
E08000006,Salford,utla,2021-05-31,63
E08000019,Sheffield,utla,2021-05-31,15
E08000027,Dudley,utla,2021-05-31,17
E08000029,Solihull,utla,2021-05-31,14
E08000033,Calderdale,utla,2021-05-31,19
E09000022,Lambeth,utla,2021-05-31,15
E10000016,Kent,utla,2021-05-31,32
E10000017,Lancashire,utla,2021-05-31,164
W06000013,Bridgend,utla,2021-05-31,0
E06000013,North Lincolnshire,utla,2021-05-30,3
E06000025,South Gloucestershire,utla,2021-05-30,5
E06000026,Plymouth,utla,2021-05-30,1
E06000040,Windsor and Maidenhead,utla,2021-05-30,2
E06000059,Dorset,utla,2021-05-30,6
E08000006,Salford,utla,2021-05-30,59
E08000019,Sheffield,utla,2021-05-30,27
E08000027,Dudley,utla,2021-05-30,7
E08000029,Solihull,utla,2021-05-30,6
E08000033,Calderdale,utla,2021-05-30,16
E09000022,Lambeth,utla,2021-05-30,15
E10000016,Kent,utla,2021-05-30,35
E10000017,Lancashire,utla,2021-05-30,166
W06000013,Bridgend,utla,2021-05-30,1
E06000013,North Lincolnshire,utla,2021-05-29,5
E06000025,South Gloucestershire,utla,2021-05-29,4
E06000026,Plymouth,utla,2021-05-29,2
E06000040,Windsor and Maidenhead,utla,2021-05-29,4
E06000059,Dorset,utla,2021-05-29,3
E08000006,Salford,utla,2021-05-29,31
E08000019,Sheffield,utla,2021-05-29,11
E08000027,Dudley,utla,2021-05-29,12
E08000029,Solihull,utla,2021-05-29,7
E08000033,Calderdale,utla,2021-05-29,24
E09000022,Lambeth,utla,2021-05-29,26
E10000016,Kent,utla,2021-05-29,32
E10000017,Lancashire,utla,2021-05-29,190
W06000013,Bridgend,utla,2021-05-29,0
E06000013,North Lincolnshire,utla,2021-05-28,2
E06000025,South Gloucestershire,utla,2021-05-28,4
E06000026,Plymouth,utla,2021-05-28,7
E06000040,Windsor and Maidenhead,utla,2021-05-28,2
E06000059,Dorset,utla,2021-05-28,1
E08000006,Salford,utla,2021-05-28,77
E08000019,Sheffield,utla,2021-05-28,25
E08000027,Dudley,utla,2021-05-28,12
E08000029,Solihull,utla,2021-05-28,9
E08000033,Calderdale,utla,2021-05-28,20
E09000022,Lambeth,utla,2021-05-28,31
E10000016,Kent,utla,2021-05-28,35
E10000017,Lancashire,utla,2021-05-28,249
W06000013,Bridgend,utla,2021-05-28,1
E06000013,North Lincolnshire,utla,2021-05-27,6
E06000025,South Gloucestershire,utla,2021-05-27,5
E06000026,Plymouth,utla,2021-05-27,5
E06000040,Windsor and Maidenhead,utla,2021-05-27,5
E06000059,Dorset,utla,2021-05-27,0
E08000006,Salford,utla,2021-05-27,60
E08000019,Sheffield,utla,2021-05-27,20
E08000027,Dudley,utla,2021-05-27,5
E08000029,Solihull,utla,2021-05-27,7
E08000033,Calderdale,utla,2021-05-27,7
E09000022,Lambeth,utla,2021-05-27,36
E10000016,Kent,utla,2021-05-27,28
E10000017,Lancashire,utla,2021-05-27,205
W06000013,Bridgend,utla,2021-05-27,5
E06000013,North Lincolnshire,utla,2021-05-26,3
E06000025,South Gloucestershire,utla,2021-05-26,5
E06000026,Plymouth,utla,2021-05-26,2
E06000040,Windsor and Maidenhead,utla,2021-05-26,5
E06000059,Dorset,utla,2021-05-26,2
E08000006,Salford,utla,2021-05-26,28
E08000019,Sheffield,utla,2021-05-26,31
E08000027,Dudley,utla,2021-05-26,18
E08000029,Solihull,utla,2021-05-26,8
E08000033,Calderdale,utla,2021-05-26,22
E09000022,Lambeth,utla,2021-05-26,28
E10000016,Kent,utla,2021-05-26,32
E10000017,Lancashire,utla,2021-05-26,183
W06000013,Bridgend,utla,2021-05-26,3
E06000013,North Lincolnshire,utla,2021-05-25,1
E06000025,South Gloucestershire,utla,2021-05-25,4
E06000026,Plymouth,utla,2021-05-25,1
E06000040,Windsor and Maidenhead,utla,2021-05-25,3
E06000059,Dorset,utla,2021-05-25,1
E08000006,Salford,utla,2021-05-25,21
E08000019,Sheffield,utla,2021-05-25,22
E08000027,Dudley,utla,2021-05-25,9
E08000029,Solihull,utla,2021-05-25,6
E08000033,Calderdale,utla,2021-05-25,8
E09000022,Lambeth,utla,2021-05-25,27
E10000016,Kent,utla,2021-05-25,35
E10000017,Lancashire,utla,2021-05-25,128
W06000013,Bridgend,utla,2021-05-25,3
E06000013,North Lincolnshire,utla,2021-05-24,5
E06000025,South Gloucestershire,utla,2021-05-24,5
E06000026,Plymouth,utla,2021-05-24,6
E06000040,Windsor and Maidenhead,utla,2021-05-24,3
E06000059,Dorset,utla,2021-05-24,3
E08000006,Salford,utla,2021-05-24,17
E08000019,Sheffield,utla,2021-05-24,34
E08000027,Dudley,utla,2021-05-24,8
E08000029,Solihull,utla,2021-05-24,5
E08000033,Calderdale,utla,2021-05-24,6
E09000022,Lambeth,utla,2021-05-24,22
E10000016,Kent,utla,2021-05-24,19
E10000017,Lancashire,utla,2021-05-24,87
W06000013,Bridgend,utla,2021-05-24,25
E06000013,North Lincolnshire,utla,2021-05-23,9
E06000025,South Gloucestershire,utla,2021-05-23,0
E06000026,Plymouth,utla,2021-05-23,2
E06000040,Windsor and Maidenhead,utla,2021-05-23,0
E06000059,Dorset,utla,2021-05-23,2
E08000006,Salford,utla,2021-05-23,19
E08000019,Sheffield,utla,2021-05-23,29
E08000027,Dudley,utla,2021-05-23,8
E08000029,Solihull,utla,2021-05-23,0
E08000033,Calderdale,utla,2021-05-23,17
E09000022,Lambeth,utla,2021-05-23,15
E10000016,Kent,utla,2021-05-23,27
E10000017,Lancashire,utla,2021-05-23,78
W06000013,Bridgend,utla,2021-05-23,3
E06000013,North Lincolnshire,utla,2021-05-22,2
E06000025,South Gloucestershire,utla,2021-05-22,8
E06000026,Plymouth,utla,2021-05-22,1
E06000040,Windsor and Maidenhead,utla,2021-05-22,4
E06000059,Dorset,utla,2021-05-22,2
E08000006,Salford,utla,2021-05-22,12
E08000019,Sheffield,utla,2021-05-22,26
E08000027,Dudley,utla,2021-05-22,8
E08000029,Solihull,utla,2021-05-22,1
E08000033,Calderdale,utla,2021-05-22,8
E09000022,Lambeth,utla,2021-05-22,21
E10000016,Kent,utla,2021-05-22,21
E10000017,Lancashire,utla,2021-05-22,144
W06000013,Bridgend,utla,2021-05-22,0
E06000013,North Lincolnshire,utla,2021-05-21,17
E06000025,South Gloucestershire,utla,2021-05-21,4
E06000026,Plymouth,utla,2021-05-21,5
E06000040,Windsor and Maidenhead,utla,2021-05-21,6
E06000059,Dorset,utla,2021-05-21,2
E08000006,Salford,utla,2021-05-21,19
E08000019,Sheffield,utla,2021-05-21,34
E08000027,Dudley,utla,2021-05-21,6
E08000029,Solihull,utla,2021-05-21,4
E08000033,Calderdale,utla,2021-05-21,19
E09000022,Lambeth,utla,2021-05-21,29
E10000016,Kent,utla,2021-05-21,44
E10000017,Lancashire,utla,2021-05-21,54
W06000013,Bridgend,utla,2021-05-21,2
E06000013,North Lincolnshire,utla,2021-05-20,9
E06000025,South Gloucestershire,utla,2021-05-20,4
E06000026,Plymouth,utla,2021-05-20,0
E06000040,Windsor and Maidenhead,utla,2021-05-20,5
E06000059,Dorset,utla,2021-05-20,0
E08000006,Salford,utla,2021-05-20,15
E08000019,Sheffield,utla,2021-05-20,24
E08000027,Dudley,utla,2021-05-20,22
E08000029,Solihull,utla,2021-05-20,3
E08000033,Calderdale,utla,2021-05-20,25
E09000022,Lambeth,utla,2021-05-20,12
E10000016,Kent,utla,2021-05-20,40
E10000017,Lancashire,utla,2021-05-20,92
W06000013,Bridgend,utla,2021-05-20,3
E06000013,North Lincolnshire,utla,2021-05-19,0
E06000025,South Gloucestershire,utla,2021-05-19,4
E06000026,Plymouth,utla,2021-05-19,2
E06000040,Windsor and Maidenhead,utla,2021-05-19,1
E06000059,Dorset,utla,2021-05-19,1
E08000006,Salford,utla,2021-05-19,8
E08000019,Sheffield,utla,2021-05-19,16
E08000027,Dudley,utla,2021-05-19,1
E08000029,Solihull,utla,2021-05-19,5
E08000033,Calderdale,utla,2021-05-19,17
E09000022,Lambeth,utla,2021-05-19,23
E10000016,Kent,utla,2021-05-19,16
E10000017,Lancashire,utla,2021-05-19,50
W06000013,Bridgend,utla,2021-05-19,1
E06000013,North Lincolnshire,utla,2021-05-18,0
E06000025,South Gloucestershire,utla,2021-05-18,0
E06000026,Plymouth,utla,2021-05-18,0
E06000040,Windsor and Maidenhead,utla,2021-05-18,0
E06000059,Dorset,utla,2021-05-18,0
E08000006,Salford,utla,2021-05-18,0
E08000019,Sheffield,utla,2021-05-18,0
E08000027,Dudley,utla,2021-05-18,0
E08000029,Solihull,utla,2021-05-18,0
E08000033,Calderdale,utla,2021-05-18,0
E09000022,Lambeth,utla,2021-05-18,4
E10000016,Kent,utla,2021-05-18,0
E10000017,Lancashire,utla,2021-05-18,0
W06000013,Bridgend,utla,2021-05-18,0
E06000013,North Lincolnshire,utla,2021-05-17,7
E06000025,South Gloucestershire,utla,2021-05-17,5
E06000026,Plymouth,utla,2021-05-17,2
E06000040,Windsor and Maidenhead,utla,2021-05-17,0
E06000059,Dorset,utla,2021-05-17,6
E08000006,Salford,utla,2021-05-17,17
E08000019,Sheffield,utla,2021-05-17,34
E08000027,Dudley,utla,2021-05-17,9
E08000029,Solihull,utla,2021-05-17,4
E08000033,Calderdale,utla,2021-05-17,9
E09000022,Lambeth,utla,2021-05-17,13
E10000016,Kent,utla,2021-05-17,19
E10000017,Lancashire,utla,2021-05-17,53
W06000013,Bridgend,utla,2021-05-17,3
E06000013,North Lincolnshire,utla,2021-05-16,8
E06000025,South Gloucestershire,utla,2021-05-16,6
E06000026,Plymouth,utla,2021-05-16,2
E06000040,Windsor and Maidenhead,utla,2021-05-16,0
E06000059,Dorset,utla,2021-05-16,1
E08000006,Salford,utla,2021-05-16,7
E08000019,Sheffield,utla,2021-05-16,20
E08000027,Dudley,utla,2021-05-16,7
E08000029,Solihull,utla,2021-05-16,7
E08000033,Calderdale,utla,2021-05-16,6
E09000022,Lambeth,utla,2021-05-16,7
E10000016,Kent,utla,2021-05-16,24
E10000017,Lancashire,utla,2021-05-16,48
W06000013,Bridgend,utla,2021-05-16,3
E06000013,North Lincolnshire,utla,2021-05-15,3
E06000025,South Gloucestershire,utla,2021-05-15,3
E06000026,Plymouth,utla,2021-05-15,3
E06000040,Windsor and Maidenhead,utla,2021-05-15,2
E06000059,Dorset,utla,2021-05-15,3
E08000006,Salford,utla,2021-05-15,14
E08000019,Sheffield,utla,2021-05-15,38
E08000027,Dudley,utla,2021-05-15,11
E08000029,Solihull,utla,2021-05-15,1
E08000033,Calderdale,utla,2021-05-15,20
E09000022,Lambeth,utla,2021-05-15,10
E10000016,Kent,utla,2021-05-15,26
E10000017,Lancashire,utla,2021-05-15,58
W06000013,Bridgend,utla,2021-05-15,0
E06000013,North Lincolnshire,utla,2021-05-14,11
E06000025,South Gloucestershire,utla,2021-05-14,4
E06000026,Plymouth,utla,2021-05-14,4
E06000040,Windsor and Maidenhead,utla,2021-05-14,7
E06000059,Dorset,utla,2021-05-14,2
E08000006,Salford,utla,2021-05-14,6
E08000019,Sheffield,utla,2021-05-14,46
E08000027,Dudley,utla,2021-05-14,17
E08000029,Solihull,utla,2021-05-14,5
E08000033,Calderdale,utla,2021-05-14,14
E09000022,Lambeth,utla,2021-05-14,13
E10000016,Kent,utla,2021-05-14,27
E10000017,Lancashire,utla,2021-05-14,43
