areaCode,areaName,areaType,date,newOnsDeathsByRegistrationDate
E06000024,North Somerset,utla,2021-01-08,16
E06000027,Torbay,utla,2021-01-08,2
E06000051,Shropshire,utla,2021-01-08,21
E06000058,"Bournemouth, Christchurch and Poole",utla,2021-01-08,30
E08000017,Doncaster,utla,2021-01-08,52
E09000016,Havering,utla,2021-01-08,72
E10000014,Hampshire,utla,2021-01-08,137
E10000020,Norfolk,utla,2021-01-08,90
E10000029,Suffolk,utla,2021-01-08,67
E06000005,Darlington,utla,2021-01-01,8
E06000016,Leicester,utla,2021-01-01,20
E06000024,North Somerset,utla,2021-01-01,9
E06000027,Torbay,utla,2021-01-01,0
E06000051,Shropshire,utla,2021-01-01,13
E06000058,"Bournemouth, Christchurch and Poole",utla,2021-01-01,13
E08000017,Doncaster,utla,2021-01-01,23
E09000016,Havering,utla,2021-01-01,21
E10000014,Hampshire,utla,2021-01-01,54
E10000020,Norfolk,utla,2021-01-01,45
E10000029,Suffolk,utla,2021-01-01,38
E06000005,Darlington,utla,2020-12-25,6
E06000016,Leicester,utla,2020-12-25,16
E06000024,North Somerset,utla,2020-12-25,7
E06000027,Torbay,utla,2020-12-25,1
E06000051,Shropshire,utla,2020-12-25,9
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-12-25,8
E08000017,Doncaster,utla,2020-12-25,19
E09000016,Havering,utla,2020-12-25,42
E10000014,Hampshire,utla,2020-12-25,36
E10000020,Norfolk,utla,2020-12-25,44
E10000029,Suffolk,utla,2020-12-25,44
E06000005,Darlington,utla,2020-12-18,9
E06000016,Leicester,utla,2020-12-18,12
E06000024,North Somerset,utla,2020-12-18,9
E06000027,Torbay,utla,2020-12-18,4
E06000051,Shropshire,utla,2020-12-18,9
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-12-18,9
E08000017,Doncaster,utla,2020-12-18,38
E09000016,Havering,utla,2020-12-18,36
E10000014,Hampshire,utla,2020-12-18,39
E10000020,Norfolk,utla,2020-12-18,37
E10000029,Suffolk,utla,2020-12-18,38
E06000005,Darlington,utla,2020-12-11,7
E06000016,Leicester,utla,2020-12-11,13
E06000024,North Somerset,utla,2020-12-11,11
E06000027,Torbay,utla,2020-12-11,1
E06000051,Shropshire,utla,2020-12-11,8
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-12-11,13
E08000017,Doncaster,utla,2020-12-11,21
E09000016,Havering,utla,2020-12-11,23
E10000014,Hampshire,utla,2020-12-11,40
E10000020,Norfolk,utla,2020-12-11,35
E10000029,Suffolk,utla,2020-12-11,29
E06000005,Darlington,utla,2020-12-04,12
E06000016,Leicester,utla,2020-12-04,23
E06000024,North Somerset,utla,2020-12-04,11
E06000027,Torbay,utla,2020-12-04,8
E06000051,Shropshire,utla,2020-12-04,11
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-12-04,23
E08000017,Doncaster,utla,2020-12-04,24
E09000016,Havering,utla,2020-12-04,27
E10000014,Hampshire,utla,2020-12-04,17
E10000020,Norfolk,utla,2020-12-04,17
E10000029,Suffolk,utla,2020-12-04,31
E06000005,Darlington,utla,2020-11-27,10
E06000016,Leicester,utla,2020-11-27,18
E06000024,North Somerset,utla,2020-11-27,12
E06000027,Torbay,utla,2020-11-27,5
E06000051,Shropshire,utla,2020-11-27,13
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-11-27,22
E08000017,Doncaster,utla,2020-11-27,49
E09000016,Havering,utla,2020-11-27,20
E10000014,Hampshire,utla,2020-11-27,32
E10000020,Norfolk,utla,2020-11-27,21
E10000029,Suffolk,utla,2020-11-27,20
E06000005,Darlington,utla,2020-11-20,8
E06000016,Leicester,utla,2020-11-20,19
E06000024,North Somerset,utla,2020-11-20,5
E06000027,Torbay,utla,2020-11-20,4
E06000051,Shropshire,utla,2020-11-20,10
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-11-20,14
E08000017,Doncaster,utla,2020-11-20,62
E09000016,Havering,utla,2020-11-20,17
E10000014,Hampshire,utla,2020-11-20,31
E10000020,Norfolk,utla,2020-11-20,11
E10000029,Suffolk,utla,2020-11-20,13
E06000005,Darlington,utla,2020-11-13,10
E06000016,Leicester,utla,2020-11-13,15
E06000024,North Somerset,utla,2020-11-13,5
E06000027,Torbay,utla,2020-11-13,5
E06000051,Shropshire,utla,2020-11-13,14
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-11-13,13
E08000017,Doncaster,utla,2020-11-13,53
E09000016,Havering,utla,2020-11-13,25
E10000014,Hampshire,utla,2020-11-13,23
E10000020,Norfolk,utla,2020-11-13,11
E10000029,Suffolk,utla,2020-11-13,17
E06000005,Darlington,utla,2020-11-06,14
E06000016,Leicester,utla,2020-11-06,8
E06000024,North Somerset,utla,2020-11-06,0
E06000027,Torbay,utla,2020-11-06,4
E06000051,Shropshire,utla,2020-11-06,11
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-11-06,14
E08000017,Doncaster,utla,2020-11-06,44
E09000016,Havering,utla,2020-11-06,14
E10000014,Hampshire,utla,2020-11-06,13
E10000020,Norfolk,utla,2020-11-06,5
E10000029,Suffolk,utla,2020-11-06,6
E06000005,Darlington,utla,2020-10-30,4
E06000016,Leicester,utla,2020-10-30,7
E06000024,North Somerset,utla,2020-10-30,2
E06000027,Torbay,utla,2020-10-30,5
E06000051,Shropshire,utla,2020-10-30,3
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-10-30,12
E08000017,Doncaster,utla,2020-10-30,34
E09000016,Havering,utla,2020-10-30,11
E10000014,Hampshire,utla,2020-10-30,11
E10000020,Norfolk,utla,2020-10-30,5
E10000029,Suffolk,utla,2020-10-30,3
E06000005,Darlington,utla,2020-10-23,9
E06000016,Leicester,utla,2020-10-23,3
E06000024,North Somerset,utla,2020-10-23,1
E06000027,Torbay,utla,2020-10-23,9
E06000051,Shropshire,utla,2020-10-23,1
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-10-23,3
E08000017,Doncaster,utla,2020-10-23,19
E09000016,Havering,utla,2020-10-23,4
E10000014,Hampshire,utla,2020-10-23,8
E10000020,Norfolk,utla,2020-10-23,5
E10000029,Suffolk,utla,2020-10-23,3
E06000005,Darlington,utla,2020-10-16,7
E06000016,Leicester,utla,2020-10-16,2
E06000024,North Somerset,utla,2020-10-16,0
E06000027,Torbay,utla,2020-10-16,2
E06000051,Shropshire,utla,2020-10-16,3
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-10-16,4
E08000017,Doncaster,utla,2020-10-16,3
E09000016,Havering,utla,2020-10-16,3
E10000014,Hampshire,utla,2020-10-16,2
E10000020,Norfolk,utla,2020-10-16,3
E10000029,Suffolk,utla,2020-10-16,2
E06000005,Darlington,utla,2020-10-09,1
E06000016,Leicester,utla,2020-10-09,2
E06000024,North Somerset,utla,2020-10-09,0
E06000027,Torbay,utla,2020-10-09,1
E06000051,Shropshire,utla,2020-10-09,6
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-10-09,2
E08000017,Doncaster,utla,2020-10-09,2
E09000016,Havering,utla,2020-10-09,5
E10000014,Hampshire,utla,2020-10-09,1
E10000020,Norfolk,utla,2020-10-09,1
E10000029,Suffolk,utla,2020-10-09,0
E06000005,Darlington,utla,2020-10-02,1
E06000016,Leicester,utla,2020-10-02,2
E06000024,North Somerset,utla,2020-10-02,0
E06000027,Torbay,utla,2020-10-02,0
E06000051,Shropshire,utla,2020-10-02,1
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-10-02,0
E08000017,Doncaster,utla,2020-10-02,1
E09000016,Havering,utla,2020-10-02,0
E10000014,Hampshire,utla,2020-10-02,5
E10000020,Norfolk,utla,2020-10-02,2
E10000029,Suffolk,utla,2020-10-02,2
E06000005,Darlington,utla,2020-09-25,0
E06000016,Leicester,utla,2020-09-25,1
E06000024,North Somerset,utla,2020-09-25,3
E06000027,Torbay,utla,2020-09-25,0
E06000051,Shropshire,utla,2020-09-25,1
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-09-25,0
E08000017,Doncaster,utla,2020-09-25,2
E09000016,Havering,utla,2020-09-25,3
E10000014,Hampshire,utla,2020-09-25,5
E10000020,Norfolk,utla,2020-09-25,0
E10000029,Suffolk,utla,2020-09-25,1
E06000005,Darlington,utla,2020-09-18,0
E06000016,Leicester,utla,2020-09-18,4
E06000024,North Somerset,utla,2020-09-18,1
E06000027,Torbay,utla,2020-09-18,0
E06000051,Shropshire,utla,2020-09-18,1
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-09-18,0
E08000017,Doncaster,utla,2020-09-18,0
E09000016,Havering,utla,2020-09-18,0
E10000014,Hampshire,utla,2020-09-18,2
E10000020,Norfolk,utla,2020-09-18,1
E10000029,Suffolk,utla,2020-09-18,1
E06000005,Darlington,utla,2020-09-11,0
E06000016,Leicester,utla,2020-09-11,2
E06000024,North Somerset,utla,2020-09-11,0
E06000027,Torbay,utla,2020-09-11,0
E06000051,Shropshire,utla,2020-09-11,0
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-09-11,0
E08000017,Doncaster,utla,2020-09-11,0
E09000016,Havering,utla,2020-09-11,1
E10000014,Hampshire,utla,2020-09-11,2
E10000020,Norfolk,utla,2020-09-11,0
E10000029,Suffolk,utla,2020-09-11,1
E06000005,Darlington,utla,2020-09-04,0
E06000016,Leicester,utla,2020-09-04,5
E06000024,North Somerset,utla,2020-09-04,0
E06000027,Torbay,utla,2020-09-04,0
E06000051,Shropshire,utla,2020-09-04,0
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-09-04,0
E08000017,Doncaster,utla,2020-09-04,0
E09000016,Havering,utla,2020-09-04,0
E10000014,Hampshire,utla,2020-09-04,1
E10000020,Norfolk,utla,2020-09-04,0
E10000029,Suffolk,utla,2020-09-04,0
E06000005,Darlington,utla,2020-08-28,2
E06000016,Leicester,utla,2020-08-28,2
E06000024,North Somerset,utla,2020-08-28,0
E06000027,Torbay,utla,2020-08-28,0
E06000051,Shropshire,utla,2020-08-28,0
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-08-28,0
E08000017,Doncaster,utla,2020-08-28,0
E09000016,Havering,utla,2020-08-28,0
E10000014,Hampshire,utla,2020-08-28,0
E10000020,Norfolk,utla,2020-08-28,1
E10000029,Suffolk,utla,2020-08-28,2
E06000005,Darlington,utla,2020-08-21,0
E06000016,Leicester,utla,2020-08-21,1
E06000024,North Somerset,utla,2020-08-21,0
E06000027,Torbay,utla,2020-08-21,0
E06000051,Shropshire,utla,2020-08-21,0
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-08-21,0
E08000017,Doncaster,utla,2020-08-21,0
E09000016,Havering,utla,2020-08-21,0
E10000014,Hampshire,utla,2020-08-21,1
E10000020,Norfolk,utla,2020-08-21,0
E10000029,Suffolk,utla,2020-08-21,0
E06000005,Darlington,utla,2020-08-14,1
E06000016,Leicester,utla,2020-08-14,1
E06000024,North Somerset,utla,2020-08-14,0
E06000027,Torbay,utla,2020-08-14,0
E06000051,Shropshire,utla,2020-08-14,0
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-08-14,0
E08000017,Doncaster,utla,2020-08-14,1
E09000016,Havering,utla,2020-08-14,0
E10000014,Hampshire,utla,2020-08-14,0
E10000020,Norfolk,utla,2020-08-14,0
E10000029,Suffolk,utla,2020-08-14,1
E06000005,Darlington,utla,2020-08-07,0
E06000016,Leicester,utla,2020-08-07,1
E06000024,North Somerset,utla,2020-08-07,0
E06000027,Torbay,utla,2020-08-07,0
E06000051,Shropshire,utla,2020-08-07,0
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-08-07,1
E08000017,Doncaster,utla,2020-08-07,0
E09000016,Havering,utla,2020-08-07,0
E10000014,Hampshire,utla,2020-08-07,3
E10000020,Norfolk,utla,2020-08-07,1
E10000029,Suffolk,utla,2020-08-07,1
E06000005,Darlington,utla,2020-07-31,0
E06000016,Leicester,utla,2020-07-31,6
E06000024,North Somerset,utla,2020-07-31,0
E06000027,Torbay,utla,2020-07-31,0
E06000051,Shropshire,utla,2020-07-31,0
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-07-31,0
E08000017,Doncaster,utla,2020-07-31,0
E09000016,Havering,utla,2020-07-31,1
E10000014,Hampshire,utla,2020-07-31,3
E10000020,Norfolk,utla,2020-07-31,0
E10000029,Suffolk,utla,2020-07-31,1
E06000005,Darlington,utla,2020-07-24,0
E06000016,Leicester,utla,2020-07-24,6
E06000024,North Somerset,utla,2020-07-24,0
E06000027,Torbay,utla,2020-07-24,0
E06000051,Shropshire,utla,2020-07-24,2
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-07-24,0
E08000017,Doncaster,utla,2020-07-24,2
E09000016,Havering,utla,2020-07-24,0
E10000014,Hampshire,utla,2020-07-24,3
E10000020,Norfolk,utla,2020-07-24,0
E10000029,Suffolk,utla,2020-07-24,0
E06000005,Darlington,utla,2020-07-17,0
E06000016,Leicester,utla,2020-07-17,5
E06000024,North Somerset,utla,2020-07-17,3
E06000027,Torbay,utla,2020-07-17,0
E06000051,Shropshire,utla,2020-07-17,3
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-07-17,1
E08000017,Doncaster,utla,2020-07-17,2
E09000016,Havering,utla,2020-07-17,1
E10000014,Hampshire,utla,2020-07-17,3
E10000020,Norfolk,utla,2020-07-17,1
E10000029,Suffolk,utla,2020-07-17,2
E06000005,Darlington,utla,2020-07-10,0
E06000016,Leicester,utla,2020-07-10,7
E06000024,North Somerset,utla,2020-07-10,1
E06000027,Torbay,utla,2020-07-10,0
E06000051,Shropshire,utla,2020-07-10,5
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-07-10,0
E08000017,Doncaster,utla,2020-07-10,8
E09000016,Havering,utla,2020-07-10,1
E10000014,Hampshire,utla,2020-07-10,4
E10000020,Norfolk,utla,2020-07-10,4
E10000029,Suffolk,utla,2020-07-10,3
E06000005,Darlington,utla,2020-07-03,2
E06000016,Leicester,utla,2020-07-03,9
E06000024,North Somerset,utla,2020-07-03,6
E06000027,Torbay,utla,2020-07-03,0
E06000051,Shropshire,utla,2020-07-03,2
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-07-03,2
E08000017,Doncaster,utla,2020-07-03,10
E09000016,Havering,utla,2020-07-03,1
E10000014,Hampshire,utla,2020-07-03,3
E10000020,Norfolk,utla,2020-07-03,4
E10000029,Suffolk,utla,2020-07-03,4
E06000005,Darlington,utla,2020-06-26,3
E06000016,Leicester,utla,2020-06-26,5
E06000024,North Somerset,utla,2020-06-26,3
E06000027,Torbay,utla,2020-06-26,0
E06000051,Shropshire,utla,2020-06-26,6
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-06-26,0
E08000017,Doncaster,utla,2020-06-26,6
E09000016,Havering,utla,2020-06-26,0
E10000014,Hampshire,utla,2020-06-26,7
E10000020,Norfolk,utla,2020-06-26,4
E10000029,Suffolk,utla,2020-06-26,5
E06000005,Darlington,utla,2020-06-19,0
E06000016,Leicester,utla,2020-06-19,9
E06000024,North Somerset,utla,2020-06-19,3
E06000027,Torbay,utla,2020-06-19,0
E06000051,Shropshire,utla,2020-06-19,9
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-06-19,4
E08000017,Doncaster,utla,2020-06-19,10
E09000016,Havering,utla,2020-06-19,0
E10000014,Hampshire,utla,2020-06-19,16
E10000020,Norfolk,utla,2020-06-19,8
E10000029,Suffolk,utla,2020-06-19,9
E06000005,Darlington,utla,2020-06-12,3
E06000016,Leicester,utla,2020-06-12,14
E06000024,North Somerset,utla,2020-06-12,4
E06000027,Torbay,utla,2020-06-12,0
E06000051,Shropshire,utla,2020-06-12,13
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-06-12,3
E08000017,Doncaster,utla,2020-06-12,14
E09000016,Havering,utla,2020-06-12,2
E10000014,Hampshire,utla,2020-06-12,21
E10000020,Norfolk,utla,2020-06-12,11
E10000029,Suffolk,utla,2020-06-12,12
E06000005,Darlington,utla,2020-06-05,2
E06000016,Leicester,utla,2020-06-05,12
E06000024,North Somerset,utla,2020-06-05,14
E06000027,Torbay,utla,2020-06-05,2
E06000051,Shropshire,utla,2020-06-05,12
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-06-05,6
E08000017,Doncaster,utla,2020-06-05,13
E09000016,Havering,utla,2020-06-05,0
E10000014,Hampshire,utla,2020-06-05,28
E10000020,Norfolk,utla,2020-06-05,24
E10000029,Suffolk,utla,2020-06-05,21
E06000005,Darlington,utla,2020-05-29,3
E06000016,Leicester,utla,2020-05-29,10
E06000024,North Somerset,utla,2020-05-29,10
E06000027,Torbay,utla,2020-05-29,2
E06000051,Shropshire,utla,2020-05-29,16
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-05-29,4
E08000017,Doncaster,utla,2020-05-29,15
E09000016,Havering,utla,2020-05-29,7
E10000014,Hampshire,utla,2020-05-29,22
E10000020,Norfolk,utla,2020-05-29,22
E10000029,Suffolk,utla,2020-05-29,25
E06000005,Darlington,utla,2020-05-22,8
E06000016,Leicester,utla,2020-05-22,16
E06000024,North Somerset,utla,2020-05-22,8
E06000027,Torbay,utla,2020-05-22,0
E06000051,Shropshire,utla,2020-05-22,27
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-05-22,2
E08000017,Doncaster,utla,2020-05-22,22
E09000016,Havering,utla,2020-05-22,3
E10000014,Hampshire,utla,2020-05-22,65
E10000020,Norfolk,utla,2020-05-22,37
E10000029,Suffolk,utla,2020-05-22,45
E06000005,Darlington,utla,2020-05-15,12
E06000016,Leicester,utla,2020-05-15,35
E06000024,North Somerset,utla,2020-05-15,24
E06000027,Torbay,utla,2020-05-15,7
E06000051,Shropshire,utla,2020-05-15,27
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-05-15,12
E08000017,Doncaster,utla,2020-05-15,31
E09000016,Havering,utla,2020-05-15,21
E10000014,Hampshire,utla,2020-05-15,104
E10000020,Norfolk,utla,2020-05-15,65
E10000029,Suffolk,utla,2020-05-15,43
E06000005,Darlington,utla,2020-05-08,8
E06000016,Leicester,utla,2020-05-08,23
E06000024,North Somerset,utla,2020-05-08,16
E06000027,Torbay,utla,2020-05-08,6
E06000051,Shropshire,utla,2020-05-08,29
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-05-08,23
E08000017,Doncaster,utla,2020-05-08,18
E09000016,Havering,utla,2020-05-08,14
E10000014,Hampshire,utla,2020-05-08,103
E10000020,Norfolk,utla,2020-05-08,42
E10000029,Suffolk,utla,2020-05-08,58
E06000005,Darlington,utla,2020-05-01,15
E06000016,Leicester,utla,2020-05-01,37
E06000024,North Somerset,utla,2020-05-01,15
E06000027,Torbay,utla,2020-05-01,13
E06000051,Shropshire,utla,2020-05-01,27
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-05-01,37
E08000017,Doncaster,utla,2020-05-01,31
E09000016,Havering,utla,2020-05-01,24
E10000014,Hampshire,utla,2020-05-01,178
E10000020,Norfolk,utla,2020-05-01,73
E10000029,Suffolk,utla,2020-05-01,93
E06000005,Darlington,utla,2020-04-24,7
E06000016,Leicester,utla,2020-04-24,38
E06000024,North Somerset,utla,2020-04-24,14
E06000027,Torbay,utla,2020-04-24,8
E06000051,Shropshire,utla,2020-04-24,24
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-04-24,42
E08000017,Doncaster,utla,2020-04-24,26
E09000016,Havering,utla,2020-04-24,48
E10000014,Hampshire,utla,2020-04-24,175
E10000020,Norfolk,utla,2020-04-24,59
E10000029,Suffolk,utla,2020-04-24,83
E06000005,Darlington,utla,2020-04-17,18
E06000016,Leicester,utla,2020-04-17,30
E06000024,North Somerset,utla,2020-04-17,10
E06000027,Torbay,utla,2020-04-17,6
E06000051,Shropshire,utla,2020-04-17,20
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-04-17,26
E08000017,Doncaster,utla,2020-04-17,28
E09000016,Havering,utla,2020-04-17,60
E10000014,Hampshire,utla,2020-04-17,151
E10000020,Norfolk,utla,2020-04-17,70
E10000029,Suffolk,utla,2020-04-17,81
E06000005,Darlington,utla,2020-04-10,4
E06000016,Leicester,utla,2020-04-10,39
E06000024,North Somerset,utla,2020-04-10,12
E06000027,Torbay,utla,2020-04-10,8
E06000051,Shropshire,utla,2020-04-10,14
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-04-10,19
E08000017,Doncaster,utla,2020-04-10,22
E09000016,Havering,utla,2020-04-10,55
E10000014,Hampshire,utla,2020-04-10,86
E10000020,Norfolk,utla,2020-04-10,37
E10000029,Suffolk,utla,2020-04-10,45
E06000005,Darlington,utla,2020-04-03,4
E06000016,Leicester,utla,2020-04-03,12
E06000024,North Somerset,utla,2020-04-03,2
E06000027,Torbay,utla,2020-04-03,4
E06000051,Shropshire,utla,2020-04-03,20
E06000058,"Bournemouth, Christchurch and Poole",utla,2020-04-03,6
E08000017,Doncaster,utla,2020-04-03,4
E09000016,Havering,utla,2020-04-03,32
E10000014,Hampshire,utla,2020-04-03,68
E10000020,Norfolk,utla,2020-04-03,23
E10000029,Suffolk,utla,2020-04-03,29
E06000016,Leicester,utla,2020-03-27,2
E06000024,North Somerset,utla,2020-03-27,0
E06000027,Torbay,utla,2020-03-27,2
E06000051,Shropshire,utla,2020-03-27,1
E09000016,Havering,utla,2020-03-27,6
E10000014,Hampshire,utla,2020-03-27,13
E10000020,Norfolk,utla,2020-03-27,0
E06000024,North Somerset,utla,2020-03-20,1
E06000051,Shropshire,utla,2020-03-20,1
E10000014,Hampshire,utla,2020-03-20,2
E10000020,Norfolk,utla,2020-03-20,1
E06000012,North East Lincolnshire,utla,2021-06-18,0
E06000033,Southend-on-Sea,utla,2021-06-18,1
E06000045,Southampton,utla,2021-06-18,0
E06000054,Wiltshire,utla,2021-06-18,0
E08000003,Manchester,utla,2021-06-18,2
E08000030,Walsall,utla,2021-06-18,0
E09000007,Camden,utla,2021-06-18,0
E09000008,Croydon,utla,2021-06-18,3
E09000013,Hammersmith and Fulham,utla,2021-06-18,0
E10000021,Northamptonshire,utla,2021-06-18,1
E06000012,North East Lincolnshire,utla,2021-06-11,0
E06000033,Southend-on-Sea,utla,2021-06-11,0
E06000045,Southampton,utla,2021-06-11,0
E06000054,Wiltshire,utla,2021-06-11,0
E08000003,Manchester,utla,2021-06-11,0
E08000030,Walsall,utla,2021-06-11,0
E09000007,Camden,utla,2021-06-11,1
E09000008,Croydon,utla,2021-06-11,0
E09000013,Hammersmith and Fulham,utla,2021-06-11,0
E10000021,Northamptonshire,utla,2021-06-11,3
E06000012,North East Lincolnshire,utla,2021-06-04,1
E06000033,Southend-on-Sea,utla,2021-06-04,1
E06000045,Southampton,utla,2021-06-04,1
E06000054,Wiltshire,utla,2021-06-04,0
E08000003,Manchester,utla,2021-06-04,2
E08000030,Walsall,utla,2021-06-04,1
E09000007,Camden,utla,2021-06-04,0
E09000008,Croydon,utla,2021-06-04,1
E09000013,Hammersmith and Fulham,utla,2021-06-04,0
E10000021,Northamptonshire,utla,2021-06-04,0
E06000012,North East Lincolnshire,utla,2021-05-28,0
E06000033,Southend-on-Sea,utla,2021-05-28,1
E06000045,Southampton,utla,2021-05-28,2
E06000054,Wiltshire,utla,2021-05-28,0
E08000003,Manchester,utla,2021-05-28,3
E08000030,Walsall,utla,2021-05-28,0
E09000007,Camden,utla,2021-05-28,1
E09000008,Croydon,utla,2021-05-28,0
E09000013,Hammersmith and Fulham,utla,2021-05-28,0
E10000021,Northamptonshire,utla,2021-05-28,0
E06000012,North East Lincolnshire,utla,2021-05-21,0
E06000033,Southend-on-Sea,utla,2021-05-21,1
E06000045,Southampton,utla,2021-05-21,0
E06000054,Wiltshire,utla,2021-05-21,1
E08000003,Manchester,utla,2021-05-21,1
E08000030,Walsall,utla,2021-05-21,1
E09000007,Camden,utla,2021-05-21,0
E09000008,Croydon,utla,2021-05-21,1
E09000013,Hammersmith and Fulham,utla,2021-05-21,0
E10000021,Northamptonshire,utla,2021-05-21,0
E06000012,North East Lincolnshire,utla,2021-05-14,1
E06000033,Southend-on-Sea,utla,2021-05-14,0
E06000045,Southampton,utla,2021-05-14,0
E06000054,Wiltshire,utla,2021-05-14,2
E08000003,Manchester,utla,2021-05-14,2
E08000030,Walsall,utla,2021-05-14,2
E09000007,Camden,utla,2021-05-14,1
E09000008,Croydon,utla,2021-05-14,0
E09000013,Hammersmith and Fulham,utla,2021-05-14,1
E10000021,Northamptonshire,utla,2021-05-14,0
E06000012,North East Lincolnshire,utla,2021-05-07,0
E06000033,Southend-on-Sea,utla,2021-05-07,2
E06000045,Southampton,utla,2021-05-07,0
E06000054,Wiltshire,utla,2021-05-07,1
E08000003,Manchester,utla,2021-05-07,0
E08000030,Walsall,utla,2021-05-07,1
E09000007,Camden,utla,2021-05-07,0
E09000008,Croydon,utla,2021-05-07,1
E09000013,Hammersmith and Fulham,utla,2021-05-07,0
E10000021,Northamptonshire,utla,2021-05-07,1
E06000012,North East Lincolnshire,utla,2021-04-30,0
E06000033,Southend-on-Sea,utla,2021-04-30,0
E06000045,Southampton,utla,2021-04-30,0
E06000054,Wiltshire,utla,2021-04-30,0
E08000003,Manchester,utla,2021-04-30,1
E08000030,Walsall,utla,2021-04-30,0
E09000007,Camden,utla,2021-04-30,1
E09000008,Croydon,utla,2021-04-30,2
E09000013,Hammersmith and Fulham,utla,2021-04-30,0
E10000021,Northamptonshire,utla,2021-04-30,6
E06000012,North East Lincolnshire,utla,2021-04-23,0
E06000033,Southend-on-Sea,utla,2021-04-23,3
E06000045,Southampton,utla,2021-04-23,2
E06000054,Wiltshire,utla,2021-04-23,0
E08000003,Manchester,utla,2021-04-23,1
E08000030,Walsall,utla,2021-04-23,2
E09000007,Camden,utla,2021-04-23,2
E09000008,Croydon,utla,2021-04-23,1
E09000013,Hammersmith and Fulham,utla,2021-04-23,0
E10000021,Northamptonshire,utla,2021-04-23,4
E06000012,North East Lincolnshire,utla,2021-04-16,1
E06000033,Southend-on-Sea,utla,2021-04-16,2
E06000045,Southampton,utla,2021-04-16,2
E06000054,Wiltshire,utla,2021-04-16,2
E08000003,Manchester,utla,2021-04-16,3
E08000030,Walsall,utla,2021-04-16,3
E09000007,Camden,utla,2021-04-16,2
E09000008,Croydon,utla,2021-04-16,2
E09000013,Hammersmith and Fulham,utla,2021-04-16,1
E10000021,Northamptonshire,utla,2021-04-16,6
E06000012,North East Lincolnshire,utla,2021-04-09,3
E06000033,Southend-on-Sea,utla,2021-04-09,1
E06000045,Southampton,utla,2021-04-09,3
E06000054,Wiltshire,utla,2021-04-09,0
E08000003,Manchester,utla,2021-04-09,2
E08000030,Walsall,utla,2021-04-09,5
E09000007,Camden,utla,2021-04-09,1
E09000008,Croydon,utla,2021-04-09,2
E09000013,Hammersmith and Fulham,utla,2021-04-09,1
E10000021,Northamptonshire,utla,2021-04-09,6
E06000012,North East Lincolnshire,utla,2021-04-02,0
E06000033,Southend-on-Sea,utla,2021-04-02,2
E06000045,Southampton,utla,2021-04-02,2
E06000054,Wiltshire,utla,2021-04-02,3
E08000003,Manchester,utla,2021-04-02,1
E08000030,Walsall,utla,2021-04-02,4
E09000007,Camden,utla,2021-04-02,1
E09000008,Croydon,utla,2021-04-02,3
E09000013,Hammersmith and Fulham,utla,2021-04-02,0
E10000021,Northamptonshire,utla,2021-04-02,1
E06000012,North East Lincolnshire,utla,2021-03-26,2
E06000033,Southend-on-Sea,utla,2021-03-26,9
E06000045,Southampton,utla,2021-03-26,2
E06000054,Wiltshire,utla,2021-03-26,5
E08000003,Manchester,utla,2021-03-26,4
E08000030,Walsall,utla,2021-03-26,3
E09000007,Camden,utla,2021-03-26,3
E09000008,Croydon,utla,2021-03-26,3
